ID,Label,Level,ParentID
E3620_007,"Laryngoskope, Larynx-Stroboskope",Einzelgruppe,Z3600
E3620_008,Otoskope,Einzelgruppe,Z3600
E3620_009,Schallimpedanz-Messer (Ohrenheilkunde),Einzelgruppe,Z3600
E3620_010,"Sprach-, Stimm- und Gehör-Prüfgeräte",Einzelgruppe,Z3600
E3620_011,Tympanographen (Gehöruntersuchung),Einzelgruppe,Z3600
E3630,Spezielle Geräte der Kinderheilkunde,Einzelgruppe,Z3600
E3640_000,Anomaloskope,Einzelgruppe,Z3600
E3640_001,"Fundus-Kameras, Funduskope",Einzelgruppe,Z3600
E3640_002,Ophthalmologische Geräte,Einzelgruppe,Z3600
E3640_003,"Ophthalmometer, Ophthalmoskope",Einzelgruppe,Z3600
E3640_004,Perimeter,Einzelgruppe,Z3600
E3640_005,Scheitelbrechwert-Messgeräte (Ophthalmologie),Einzelgruppe,Z3600
E3640_006,Spaltlampen,Einzelgruppe,Z3600
E3640_007,Spekular-Mikroskope (für Hornhaut-Untersuchung),Einzelgruppe,Z3600
E3640_008,Tonometer (Ophthalmologie),Einzelgruppe,Z3600
E3650_000,Orthopädische Geräte für Untersuchung und Rehabilitation,Einzelgruppe,Z3600
E3650_001,Prothesen,Einzelgruppe,Z3600
E3660_000,"Biofeedbackgeräte (außer für Hautwiderstand 3660, Temperatur 3910, EEG 3430, Puls 3020)",Einzelgruppe,Z3600
E3660_001,Determinationsgeräte (Psychologie),Einzelgruppe,Z3600
E3660_002,Hautwiderstandsmessgeräte,Einzelgruppe,Z3600
E3660_003,Programmsteueranlagen für psychologische Tests,Einzelgruppe,Z3600
E3660_004,Projektionstachistoskope,Einzelgruppe,Z3600
E3660_005,Psychologische Test- und Untersuchungsgeräte,Einzelgruppe,Z3600
E3660_006,Tachistoskope,Einzelgruppe,Z3600
E3660_007,Verhaltenstherapie-Geräte,Einzelgruppe,Z3600
E3670_000,"Mictiometer, Mictiographen",Einzelgruppe,Z3600
E3670_001,Nierenuntersuchungsgeräte (außer Röntgen 3200 und Nuklearmedizin 3310),Einzelgruppe,Z3600
E3670_002,"Uroflowmeter, urodynamische Messeinrichtungen",Einzelgruppe,Z3600
E3670_003,Urologische Geräte (außer Röntgen 3200),Einzelgruppe,Z3600
E3670_004,Uromanometer,Einzelgruppe,Z3600
E3680_000,Bohrmaschinen für Zahnmedizin,Einzelgruppe,Z3600
E3680_001,Zahnmedizinische Geräte,Einzelgruppe,Z3600
E3690_000,Fachärztliche Spezialgeräte (außer 3600-3680),Einzelgruppe,Z3600
E3690_001,Sonstige Geräte für fachärztlichen Gebrauch,Einzelgruppe,Z3600
E3700_000,Atemgas-Befeuchter (außer 1040),Einzelgruppe,Z3700
E3700_001,Inhalationsgeräte (außer 1040),Einzelgruppe,Z3700
E3700_002,Narkose- und Beatmungsgeräte,Einzelgruppe,Z3700
E3700_003,"Respiratoren, Ventilatoren",Einzelgruppe,Z3700
E3710_000,"Blutpumpen, Herz-Lungen-Maschinen",Einzelgruppe,Z3700
E3710_001,Gegenpulsationsanlagen zur Herz- und Kreislaufstützung,Einzelgruppe,Z3700
E3710_002,Oxygenatoren,Einzelgruppe,Z3700
E3720_000,"Infusionsgeräte, Katheter",Einzelgruppe,Z3700
E3720_001,Infusionspumpen,Einzelgruppe,Z3700
E3730_000,Operationsmöbel,Einzelgruppe,Z3700
E3730_001,Operationstische,Einzelgruppe,Z3700
E3740_000,Chirurgie-Laser,Einzelgruppe,Z3700
E3740_001,Hochfrequenzchirurgiegeräte,Einzelgruppe,Z3700
E3740_002,"Koagulatoren (Elektrochirurgie, Laser-)",Einzelgruppe,Z3700
E3740_003,Laser-Koagulatoren,Einzelgruppe,Z3700
E3740_004,Medizin-Laser und elektrochirurgische Geräte,Einzelgruppe,Z3700
E3740_005,Netzhaut-Koagulatoren,Einzelgruppe,Z3700
E3750,Kryochirurgische Geräte,Einzelgruppe,Z3700
E3770_000,Instrumentenschränke,Einzelgruppe,Z3700
E3770_001,Operationsinstrumentarien (außer 3740 und 3750),Einzelgruppe,Z3700
E3780_000,Inkubatoren für Neu- und Frühgeborene,Einzelgruppe,Z3700
E3780_001,Laminar-Flow-Systeme für OP (außer reine Werkbänke und Laminar- Flow-Boxen 4680),Einzelgruppe,Z3700
E3780_002,Luftstromisolatoren,Einzelgruppe,Z3700
E3780_003,Patientenisolatoren,Einzelgruppe,Z3700
E3780_004,"Spezielle Ausstattung von Operationsräumen, keimfreie Räume",Einzelgruppe,Z3700
E3790_000,MKM-Systeme (Mikrokoordinatenmanipulatoren),Einzelgruppe,Z3700
E3790_001,Navigationssysteme (Neurochirurgie),Einzelgruppe,Z3700
E3790_002,Neuronavigationssysteme,Einzelgruppe,Z3700
E3790_003,Organersatz und Implantate (außer Schrittmacher 3030 und Prothesen 3650),Einzelgruppe,Z3700
E3790_004,Sonstige spezielle Geräte der Chirurgie,Einzelgruppe,Z3700
E3790_005,Viewing Wand Systeme,Einzelgruppe,Z3700
E3800_000,Geräte für Tieruntersuchungen,Einzelgruppe,Z3800
E3800_001,Spezielle Untersuchungsgeräte für die Veterinärmedizin,Einzelgruppe,Z3800
E3810,Operationsgeräte für Veterinärmedizin,Einzelgruppe,Z3800
E3850_000,"Lerngeräte, Testgeräte, Konditionierungskammern",Einzelgruppe,Z3800
E3850_001,Skinner-Boxen,Einzelgruppe,Z3800
E3860_000,Aktivitäts-Messanlagen (Tieraktivität),Einzelgruppe,Z3800
E3860_001,Lokomotions-Kompensationsgeräte (Kramer-Kugel) für Insekten,Einzelgruppe,Z3800
E3860_002,Motilitäts-Testgeräte,Einzelgruppe,Z3800
E3870,Stereotaktische Instrumente,Einzelgruppe,Z3800
E3880,Spezielle Einrichtungen für Versuchstierhaltung,Einzelgruppe,Z3800
E3890,Sonstige veterinärmedizinische und zoologische Geräte,Einzelgruppe,Z3800
E3900_000,"Echo-Enzephalographen, -Enzephaloskope (Ultraschall)",Einzelgruppe,Z3900
E3900_001,Echo-Kardiographiegeräte,Einzelgruppe,Z3900
E3900_002,Echo-Ophthalmographen (Ultraschall),Einzelgruppe,Z3900
E3900_003,Grauwert-Ultraschall-Diagnostikgeräte,Einzelgruppe,Z3900
E3900_004,"Sector-Scanner, Phased-Array- (Ultraschall-Diagnostik)",Einzelgruppe,Z3900
E3900_005,Sonographiegeräte (Ultraschall-Diagnostik),Einzelgruppe,Z3900
E3900_006,Ultraschall-Diagnostikgeräte,Einzelgruppe,Z3900
E3910_000,ELC-Thermosysteme (Hauttemperaturmessung mit Flüssigkristallplatten),Einzelgruppe,Z3900
E3910_001,Hauttemperaturmessgeräte,Einzelgruppe,Z3900
E3910_002,Medizinische Thermometer,Einzelgruppe,Z3900
E3910_003,"Thermographische Diagnostikgeräte, Thermometer",Einzelgruppe,Z3900
E3920_000,Arthroskope,Einzelgruppe,Z3900
E3920_001,Bronchoskope,Einzelgruppe,Z3900
E3920_002,Cystoskope,Einzelgruppe,Z3900
E3920_003,Endoskope (Medizin),Einzelgruppe,Z3900
E3920_004,Kolposkope,Einzelgruppe,Z3900
E3940_000,Künstliche Nieren,Einzelgruppe,Z3900
E3940_001,Medizinische Dialysegeräte,Einzelgruppe,Z3900
E3950_000,Diathermie-Apparate,Einzelgruppe,Z3900
E3950_001,"Lichtkästen, Lichtbäder",Einzelgruppe,Z3900
E3950_002,Lithotrypter (Nierensteinzertrümmerung),Einzelgruppe,Z3900
E3950_003,Mikrowellen-Therapiegeräte,Einzelgruppe,Z3900
E3950_004,Nierenlithotrypter,Einzelgruppe,Z3900
E3950_005,Nierenstein-Zertrümmerungs-Systeme,Einzelgruppe,Z3900
E3950_006,Therapeutische Wärmestrahler,Einzelgruppe,Z3900
E3950_007,"Ultraschall-, Wärme-, und Hochfrequenz-Therapiegeräte",Einzelgruppe,Z3900
E3950_008,Ultraschall-Therapiegeräte,Einzelgruppe,Z3900
E3960_000,"Bäder (medizinische), spezielle Geräte (außer 9680)",Einzelgruppe,Z3900
E3960_001,Hyperthermiegeräte (Ganzkörper-),Einzelgruppe,Z3900
E3960_002,"Hypothermie-, Kältetherapiegeräte",Einzelgruppe,Z3900
E3960_003,Massagegeräte,Einzelgruppe,Z3900
E3960_004,"Physikalische Therapiegeräte und medizinische Bäder (außer 3250, 3400, 3950, 3970, 9680)",Einzelgruppe,Z3900
E3960_005,Vibratoren (Therapie),Einzelgruppe,Z3900
E3970_000,"Druckkammern für Medizin, Taucher, spezielle flugmedizinische Apparaturen",Einzelgruppe,Z3900
E3970_001,Taucherdruckkammern,Einzelgruppe,Z3900
E3970_002,"Unterdruck-Kammern (Medizin, Flugmedizin)",Einzelgruppe,Z3900
E3970_003,Zentrifugen für flugmedizinische Untersuchungen,Einzelgruppe,Z3900
E3980,Geräte zur Konservierung und Lagerung von Transplantaten,Einzelgruppe,Z3900
E4000_000,Drehanoden-Röntgengeneratoren,Einzelgruppe,Z4000
E4000_001,Eintank-Röntgengeneratoren,Einzelgruppe,Z4000
E4000_002,Radiographiegeräte (technisch),Einzelgruppe,Z4000
E4000_003,Röntgenanlagen (außer Medizin 3200),Einzelgruppe,Z4000
E4000_004,Röntgendurchleuchtungseinrichtungen (Werkstück- und Warenprüfung),Einzelgruppe,Z4000
E4000_005,"Röntgengeneratoren (Strukturforschung, Werkstoffprüfung)",Einzelgruppe,Z4000
E4000_006,Röntgengeräte für Werkstoffanalyse und -prüfung,Einzelgruppe,Z4000
E4010_000,Einkristall-Diffraktometer,Einzelgruppe,Z4000
E4010_001,"Flächendetektor-Röntgen-Diffraktometer (CCD, PDS)",Einzelgruppe,Z4000
E4010_002,Röntgendiffraktometer,Einzelgruppe,Z4000
E4010_003,Vierkreis-Diffraktometer,Einzelgruppe,Z4000
E4011_000,Pulverdiffraktometer (mit Zählrohr-Goniometer),Einzelgruppe,Z4000
E4011_001,Textur-Spannungs-Goniometer,Einzelgruppe,Z4000
E4020_000,"Bürger-Präzessions-Kammern, -Goniometer",Einzelgruppe,Z4000
E4020_001,"Debye-Scherrer-Kameras, Zylinder-Kammern",Einzelgruppe,Z4000
E4020_002,Flachkammern für Röntgenstruktur-Untersuchungen,Einzelgruppe,Z4000
E4020_003,"Guinier-Kammern, Guinier-Simon-Kammern",Einzelgruppe,Z4000
E4020_004,Hochdruck-Röntgenkameras (mit Diamant-Press-Stücken),Einzelgruppe,Z4000
E4020_005,Hochtemperatur-Kameras (Röntgen),Einzelgruppe,Z4000
E4020_006,Kleinwinkel-Kameras,Einzelgruppe,Z4000
E4020_007,Kratky-Kameras,Einzelgruppe,Z4000
E4020_008,"Lang-Kameras (Röntgen-), Röntgenmikrographie-Kammern",Einzelgruppe,Z4000
E4020_009,Präzessionskammern,Einzelgruppe,Z4000
E4020_010,Reciprocal Lattice Explorer,Einzelgruppe,Z4000
E4020_011,"Röntgenfeinstruktur-Kammern, -Anlagen (außer Diffraktometer 4010)",Einzelgruppe,Z4000
E4020_012,Röntgenkameras für Feinstruktur und Topographie,Einzelgruppe,Z4000
E4020_013,Röntgenvakuumkameras,Einzelgruppe,Z4000
E4020_014,Tieftemperatur-Kameras (Röntgen-),Einzelgruppe,Z4000
E4020_015,Weißenberg-Goniometer,Einzelgruppe,Z4000
E4030_000,Mehrkanal-Röntgenspektrometer (MRS),Einzelgruppe,Z4000
E4030_001,Quantometer (Röntgen),Einzelgruppe,Z4000
E4030_002,Röntgenfluoreszenz-Spektrometer,Einzelgruppe,Z4000
E4030_003,Röntgenspektrometer,Einzelgruppe,Z4000
E4030_004,Röntgenvakuumspektrographen,Einzelgruppe,Z4000
E4030_005,Sequenz-Röntgenspektrometer (SRS),Einzelgruppe,Z4000
E4030_006,Simultan- (Mehrkanal-) Röntgenspektrometer,Einzelgruppe,Z4000
E4030_007,Vakuumröntgenspektrometer,Einzelgruppe,Z4000
E4040_000,Electron-Microprobe-X-Ray-Analyzer,Einzelgruppe,Z4000
E4040_001,Elektronenstrahl-Mikroanalysatoren,Einzelgruppe,Z4000
E4040_002,Elektronenstrahl-Röntgenspektrometer,Einzelgruppe,Z4000
E4040_003,Mikroanalysatoren (Elektronenstrahl-Röntgen-),Einzelgruppe,Z4000
E4040_004,Röntgenmikrosonden,Einzelgruppe,Z4000
E4040_005,X-Ray-Microanalyzer (Microprobes),Einzelgruppe,Z4000
E4050_000,Bragzellen,Einzelgruppe,Z4000
E4050_001,Euler-Wiegen,Einzelgruppe,Z4000
E4050_002,Euzentrische Goniometerköpfe,Einzelgruppe,Z4000
E4050_003,Goniometer (Röntgen-Mikrosonden-),Einzelgruppe,Z4000
E4050_004,Goniometer-Köpfe (Röntgen-),Einzelgruppe,Z4000
E4050_005,Messelektronik und Zubehör für Röntgengeräte,Einzelgruppe,Z4000
E4050_006,Röhrenhalterungen für Feinstruktur-Röntgenröhren,Einzelgruppe,Z4000
E4050_007,Röntgenmesselektronik und Zubehör für Strukturforschung,Einzelgruppe,Z4000
E4050_008,Röntgenmonochromatoren,Einzelgruppe,Z4000
E4050_009,Schrittschaltwerke (Röntgenspektrometer-),Einzelgruppe,Z4000
E4060_000,Energie-/Wellenlängen-dispersive Röntgenanalysegeräte,Einzelgruppe,Z4000
E4060_001,"Mikroanalysegeräte, -Zusätze (Energie-/Wellenlängen-dispersiv)",Einzelgruppe,Z4000
E4060_002,Röntgenanalysengeräte,Einzelgruppe,Z4000
E4060_003,Wellenlängen-/Energie-dispersive Röntgenanalysegeräte,Einzelgruppe,Z4000
E4070_000,CT-(Computertomographie-) Geräte (Röntgen-Tomographie) für Materialwissenschaft,Einzelgruppe,Z4000
E4070_001,Mikroradiographiekammern (Kontakt-Mikroradiographie),Einzelgruppe,Z4000
E4070_002,Röntgenblitz-Anlagen (außer Medizin 3210),Einzelgruppe,Z4000
E4070_003,Röntgengeräte für Strukturanalyse (außer 4000-4060),Einzelgruppe,Z4000
E4070_004,Röntgenmakrosonden,Einzelgruppe,Z4000
E4070_005,Röntgen-Reflexsichtgeräte,Einzelgruppe,Z4000
E4070_006,"Spezielle Röntgengeräte für Material-Analyse, Strukturforschung, Werkstoff-Bestrahlung",Einzelgruppe,Z4000
E4070_007,Textur-Goniometer (Röntgen),Einzelgruppe,Z4000
E4080_000,Auswertegeräte für Röntgenstrukturanalyse (außer Densitometer 5230),Einzelgruppe,Z4000
E4080_001,Diffraktionsmessgeräte (Röntgen-Auswertegeräte),Einzelgruppe,Z4000
E4080_002,Messtische für Diffraktions-Diagramme,Einzelgruppe,Z4000
E4090_000,Röntgenröhren und sonstige Röntgengeräte,Einzelgruppe,Z4000
E4090_001,Röntgenstrahler (Röntgenröhren),Einzelgruppe,Z4000
E4100_000,"EG-Messgeräte (Elastizität, Dämpfung)",Einzelgruppe,Z4100
E4100_001,"Elastizitäts-, Spannungs- und Dämpfungsmessgeräte",Einzelgruppe,Z4100
E4100_002,Mechanische Spektrometer,Einzelgruppe,Z4100
E4110,Geräte zur Schallemissionsanalyse,Einzelgruppe,Z4100
E4120_000,Akustische Holographiegeräte,Einzelgruppe,Z4100
E4120_001,Beton- und Zementprüfgeräte (Ultraschallgeräte),Einzelgruppe,Z4100
E4120_002,Impulsechomessgeräte,Einzelgruppe,Z4100
E4120_003,Ultraschall-Holographiegeräte,Einzelgruppe,Z4100
E4120_004,Ultraschall-Materialprüfgeräte,Einzelgruppe,Z4100
E4130_000,"Dickenmessgeräte (magnetisch, Wirbelstrom; mechanische siehe 8700)",Einzelgruppe,Z4100
E4130_001,Dickenmessgeräte mittels Kernstrahlung,Einzelgruppe,Z4100
E4130_002,Flächengewichts-Messeinrichtungen,Einzelgruppe,Z4100
E4130_003,Porenprüfgeräte für Lacke und Beschichtungen,Einzelgruppe,Z4100
E4130_004,"Schichtdickenmessgeräte (außer Ellipsometer 5360, Vakuumbedampfung 8380)",Einzelgruppe,Z4100
E4140_000,"Fehlerprüfgeräte (Rissprüfung), elektrische oder magnetische",Einzelgruppe,Z4100
E4140_001,Gleichstrom-Potenzialsonden- (PSV) Geräte (Rissprüfung),Einzelgruppe,Z4100
E4140_002,Kelvin-Sonden (Korrosionsprüfung),Einzelgruppe,Z4100
E4140_003,"Rissprüfgeräte (elektrische, magnetische)",Einzelgruppe,Z4100
E4140_004,Wirbelstrom-Materialprüfgeräte (Rissprüfung),Einzelgruppe,Z4100
E4150_000,Ebenheitsprüfer,Einzelgruppe,Z4100
E4150_001,"Oberflächen-Prüfgeräte (Profil,Rauhtiefe)",Einzelgruppe,Z4100
E4150_002,"Perthometer (R) (Rauhtiefe, Profil)",Einzelgruppe,Z4100
E4150_003,Rauhtiefemessgeräte,Einzelgruppe,Z4100
E4170_000,Leitungssuchgeräte (Metallsuchgeräte),Einzelgruppe,Z4100
E4170_001,Metallsuchgeräte,Einzelgruppe,Z4100
E4180_000,Flammpunktprüfer,Einzelgruppe,Z4100
E4180_001,Prüfgeräte für sicherheitstechnische Stoff- und Geräteeigenschaften,Einzelgruppe,Z4100
E4190_000,Mikrostruktur-Messsysteme,Einzelgruppe,Z4100
E4190_001,Oberflächen-Simulations-Syteme,Einzelgruppe,Z4100
E4190_002,Spezielle Geräte der Mikrosystemtechnik,Einzelgruppe,Z4100
E4300_000,"Drillmaschinen, Parzellendrillmaschinen",Einzelgruppe,Z4300
E4300_001,Düngerstreuer,Einzelgruppe,Z4300
E4300_002,Erntemaschinen,Einzelgruppe,Z4300
E4300_003,Landwirtschaftliche Bearbeitungsmaschinen,Einzelgruppe,Z4300
E4300_004,Landwirtschaftliche Maschinen (Feldarbeit),Einzelgruppe,Z4300
E4300_005,Pflück- und Erntemaschinen,Einzelgruppe,Z4300
E4300_006,Unkrautbekämpfungsgeräte,Einzelgruppe,Z4300
E4310_000,Geräte zur Schädlingsbekämpfung,Einzelgruppe,Z4300
E4310_001,"Spritzgeräte (Schädlingsbekämpfung, außer 9920)",Einzelgruppe,Z4300
E4320_000,Geräte zur Bearbeitung von landwirtschaftlichen Feldprodukten,Einzelgruppe,Z4300
E4320_001,Getreide-Quetschmaschinen,Einzelgruppe,Z4300
E4320_002,"Getreide-Sortiermaschinen, -Trocknungsanlagen",Einzelgruppe,Z4300
E4320_003,Häckselmaschinen,Einzelgruppe,Z4300
E4320_004,Rübenschneider,Einzelgruppe,Z4300
E4320_005,Saatgutreinigungsanlagen,Einzelgruppe,Z4300
E4320_006,Strohpressen,Einzelgruppe,Z4300
E4330_000,"Futterdämpfer, -anlagen",Einzelgruppe,Z4300
E4330_001,Futtermittelmaschinen (außer 1000-1090 und 1980),Einzelgruppe,Z4300
E4330_002,Maschinen zur Bearbeitung von Futtermitteln,Einzelgruppe,Z4300
E4330_003,Pelletiermaschinen (für Tierfutter),Einzelgruppe,Z4300
E4340_000,Brutmaschinen für Geflügelzucht,Einzelgruppe,Z4300
E4340_001,Elektrozäune,Einzelgruppe,Z4300
E4340_002,Melkmaschinen,Einzelgruppe,Z4300
E4340_003,Selbsttränken,Einzelgruppe,Z4300
E4340_004,Spezielle Einrichtungen für landwirtschaftliche Tierhaltung (außer 9910),Einzelgruppe,Z4300
E4350_000,Eiersortiermaschinen,Einzelgruppe,Z4300
E4350_001,"Sortieranlagen für Obst, Gemüse",Einzelgruppe,Z4300
E4350_002,Spezielle Geräte für Verarbeitung von Lebensmitteln,Einzelgruppe,Z4300
E4360,"Spezielle Geräte für Milchwirtschaft und Getränkeverarbeitung (außer 1200-1320, 1570,1580)",Einzelgruppe,Z4300
E4370_000,"Dendrometer, Jahrring-Messmaschinen",Einzelgruppe,Z4300
E4370_001,Jahrring-Messmaschinen,Einzelgruppe,Z4300
E4370_002,Spezielle forstwirtschaftliche Mess- und Prüfgeräte,Einzelgruppe,Z4300
E4380,"Motorsägen, Schälmaschinen und andere forstwirtschaftliche Arbeitsmaschinen",Einzelgruppe,Z4300
E4390,Sonstige Geräte für Landwirtschafts- und Forstwissenschaft (außer 4300-4380),Einzelgruppe,Z4300
E4400_000,"Klimakammern für Biologie, Medizin (außer begehbare 9830 oder Materialprüfung 2980)",Einzelgruppe,Z4400
E4400_001,"Pflanzenwuchskammern und -schränke, Klimaversuchsanlagen für Biologie, und Medizin",Einzelgruppe,Z4400
E4400_002,Phytotrone,Einzelgruppe,Z4400
E4410,Gaswechselmesskammern,Einzelgruppe,Z4400
E4420,Lysimeter,Einzelgruppe,Z4400
E4430_000,"Bodenfeuchte-, Bodendichtemessgeräte",Einzelgruppe,Z4400
E4430_001,Fließzeit (CST)-Messgeräte (kapillare Fließzeit von Schlamm),Einzelgruppe,Z4400
E4430_002,"Penetrographen, Feld-Penetrometer (Bodendichte und -kompressibilität)",Einzelgruppe,Z4400
E4430_003,Permeameter (Wasserleitfähigkeit des Bodens),Einzelgruppe,Z4400
E4430_004,Tensiometer (Wasserdampfspannung im Boden),Einzelgruppe,Z4400
E4430_005,Wasserleitfähigkeits-Messgeräte (Leitfähigkeit des Bodens),Einzelgruppe,Z4400
E4440_000,Angeln,Einzelgruppe,Z4400
E4440_001,Bodengreifer (Hydrobiologie),Einzelgruppe,Z4400
E4440_002,Bodenuntersuchungsgeräte (Biologie) und hydrobiologische Probenahmegeräte (außer 0430 und 4430),Einzelgruppe,Z4400
E4440_003,Dredgen,Einzelgruppe,Z4400
E4440_004,"Fischfanggeräte, elektrisch",Einzelgruppe,Z4400
E4440_005,Jagdausrüstung (außer Waffen 9980),Einzelgruppe,Z4400
E4440_006,Mehrfach-Schließnetze,Einzelgruppe,Z4400
E4440_007,Netze (für Fischerei und Hydrobiologie),Einzelgruppe,Z4400
E4440_008,"Planktonfanggeräte, -netze",Einzelgruppe,Z4400
E4440_009,Schlammbagger (Seeboden-Probenehmer),Einzelgruppe,Z4400
E4440_010,"Schöpfflaschen (Wasserprobenehmer), Schöpfer",Einzelgruppe,Z4400
E4440_011,Sedimentprobenehmer (außer 0430),Einzelgruppe,Z4400
E4450,"Sammelgeräte, Fanggeräte (außer 4440)",Einzelgruppe,Z4400
E4470,Anthropologische Untersuchungsgeräte,Einzelgruppe,Z4400
E4490,"Sonstige Geräte der Biologie (außer 3000-3990, 4400-4470, 4600-4690)",Einzelgruppe,Z4400
E4600_000,Gefriermikrotome,Einzelgruppe,Z4600
E4600_001,Gewebeschneidegeräte (Tissue-Chopper),Einzelgruppe,Z4600
E4600_002,Grundschlittenmikrotome,Einzelgruppe,Z4600
E4600_003,Hartschnittmikrotome,Einzelgruppe,Z4600
E4600_004,Kryostat-Mikrotome,Einzelgruppe,Z4600
E4600_005,Kryotome,Einzelgruppe,Z4600
E4600_006,"Mikrotome, Ultramikrotome",Einzelgruppe,Z4600
E4600_007,Rotationsmikrotome,Einzelgruppe,Z4600
E4600_008,Vibratome (Mikrotomie),Einzelgruppe,Z4600
E4610_000,Messerbrechgeräte (Knifemaker),Einzelgruppe,Z4600
E4610_001,"Mikrotommesser, Mikrotom-Zubehör",Einzelgruppe,Z4600
E4610_002,Pyratome,Einzelgruppe,Z4600
E4610_003,Trimmgeräte und andere Zubehörgeräte für Ultramikrotome,Einzelgruppe,Z4600
E4630_000,"Diamantsägen, -sägemaschinen",Einzelgruppe,Z4600
E4630_001,Innenlochsägen,Einzelgruppe,Z4600
E4630_002,Kristall-Sägemaschinen,Einzelgruppe,Z4600
E4630_003,Ritzgeräte (Diamant-Ritzgeräte) für Halbleiterscheiben,Einzelgruppe,Z4600
E4630_004,Sägemikrotome,Einzelgruppe,Z4600
E4640,Schleif- und Poliermaschinen (für Labors),Einzelgruppe,Z4600
E4660_000,Chip-Positionier- und -Montiergeräte,Einzelgruppe,Z4600
E4660_001,Kapillarausziehgeräte,Einzelgruppe,Z4600
E4660_002,Mikrodissektions-Systeme,Einzelgruppe,Z4600
E4660_003,"Mikromanipulatoren, Elektrodenziehgeräte, Mikroschmieden",Einzelgruppe,Z4600
E4670_000,Anaerobe Kammern,Einzelgruppe,Z4600
E4670_001,Glove-Boxen,Einzelgruppe,Z4600
E4670_002,"Handschuhkästen, Schutzgasanlagen",Einzelgruppe,Z4600
E4670_003,Inertgas-Anlagen (Handschuhkästen),Einzelgruppe,Z4600
E4680_000,"Fallstrom-, Umluft- Arbeitsplätze",Einzelgruppe,Z4600
E4680_001,"Horizontalstrombänke, Querstrombänke",Einzelgruppe,Z4600
E4680_002,"Laminarstrom-Boxen, -Werkbänke",Einzelgruppe,Z4600
E4680_003,Mikrobiologische Sicherheitskabinen,Einzelgruppe,Z4600
E4680_004,"Reine Werkbänke, Laminar-Flow-Bänke",Einzelgruppe,Z4600
E4680_005,Umluft-Arbeitplätze,Einzelgruppe,Z4600
E4690_000,Edelmetall-Laborgeräte (außer 1000-1990),Einzelgruppe,Z4600
E4690_001,"Gießformen für Proben (Spektroskopie, Röntgen)",Einzelgruppe,Z4600
E4690_002,"Sonstige Geräte für Probenbearbeitung, Laborgeräte aus Edelmetall",Einzelgruppe,Z4600
E5000_000,Auflichtmikroskope,Einzelgruppe,Z5000
E5000_001,Durchlichtmikroskope,Einzelgruppe,Z5000
E5000_002,Fluoreszenzmikroskope,Einzelgruppe,Z5000
E5000_003,Heiztischmikroskope,Einzelgruppe,Z5000
E5000_004,Kursmikroskope,Einzelgruppe,Z5000
E5000_005,Labormikroskope,Einzelgruppe,Z5000
E5000_006,Phasenkontrastmikroskope,Einzelgruppe,Z5000
E5000_007,Polarisationsmikroskope,Einzelgruppe,Z5000
E5000_008,Präparationsmikroskope,Einzelgruppe,Z5000
E5010_000,Kameramikroskope,Einzelgruppe,Z5000
E5010_001,Makroskope,Einzelgruppe,Z5000
E5010_002,Photomikroskope,Einzelgruppe,Z5000
E5020_000,"Binokularmikroskope, -lupen (stereoskopische)",Einzelgruppe,Z5000
E5020_001,Prismenlupen,Einzelgruppe,Z5000
E5020_002,Stereolupen,Einzelgruppe,Z5000
E5020_003,Stereomikroskope,Einzelgruppe,Z5000
E5020_004,Stereoskopische Mikroskope und Lupen,Einzelgruppe,Z5000
E5030_000,Profilprojektoren,Einzelgruppe,Z5000
E5030_001,Projektionsmikroskope,Einzelgruppe,Z5000
E5030_002,Werkstatt- und Messmikroskope,Einzelgruppe,Z5000
E5030_003,Werkzeugmessmikroskope,Einzelgruppe,Z5000
E5040_000,Auflicht-Interferenzmikroskope,Einzelgruppe,Z5000
E5040_001,Fernsehmikroskope,Einzelgruppe,Z5000
E5040_002,Interferenzmikroskope,Einzelgruppe,Z5000
E5040_003,Intravitalmikroskope,Einzelgruppe,Z5000
E5040_004,Inversmikroskope,Einzelgruppe,Z5000
E5040_005,Kernspurmikroskope,Einzelgruppe,Z5000
E5040_006,Metallmikroskope,Einzelgruppe,Z5000
E5040_007,Multipel-Interferenzmikroskope,Einzelgruppe,Z5000
E5040_008,Patch-Clamp-Apparaturen (-Komponenten siehe 3590),Einzelgruppe,Z5000
E5040_009,Planktonmikroskope,Einzelgruppe,Z5000
E5040_010,Spezielle Mikroskope (außer 5000-5030),Einzelgruppe,Z5000
E5040_011,Ultraviolett-Mikroskope,Einzelgruppe,Z5000
E5040_012,"Umgekehrte Mikroskope, Umkehrmikroskope",Einzelgruppe,Z5000
E5040_013,"Vergleichsmikroskope, -makroskope",Einzelgruppe,Z5000
E5040_014,Vielstrahl-Interferenzmikroskope,Einzelgruppe,Z5000
E5041,Operationsmikroskope,Einzelgruppe,Z5000
E5042,Mikroskope für Hochdurchsatz und Screening,Einzelgruppe,Z5000
E5050_000,Fluoro-Mikrophotometer,Einzelgruppe,Z5000
E5050_001,Mikroskop-Interferometer,Einzelgruppe,Z5000
E5050_002,Mikroskopphotometer,Einzelgruppe,Z5000
E5050_003,Mikroskop-Spektralphotometer,Einzelgruppe,Z5000
E5050_004,Mikrospektralphotometer,Einzelgruppe,Z5000
E5050_005,Scanning-Mikroskop-Photometer,Einzelgruppe,Z5000
