ID,Label,Level,ParentID
E1580_000,Farinometer,Einzelgruppe,Z1500
E1580_001,Mess- und Prüfgeräte für Lebensmitteltechnologie,Einzelgruppe,Z1500
E1580_002,Milchfettmessgeräte,Einzelgruppe,Z1500
E1590_000,"Aschegehalt, Messgeräte",Einzelgruppe,Z1500
E1590_001,Aufschlußbomben (außer Zellaufbrechbomben 3530),Einzelgruppe,Z1500
E1590_002,Kohlenuntersuchungsgeräte,Einzelgruppe,Z1500
E1590_003,Säureaufschlußbomben,Einzelgruppe,Z1500
E1590_004,Sonstige Analysengeräte (außer 1500-1580),Einzelgruppe,Z1500
E1600_000,Aräometer,Einzelgruppe,Z1600
E1600_001,Dichtemessgeräte,Einzelgruppe,Z1600
E1600_002,Dichtemessgeräte mit Kernstrahlung (außer 4430),Einzelgruppe,Z1600
E1600_003,Dichtewaagen,Einzelgruppe,Z1600
E1600_004,Gasdichtemessgeräte,Einzelgruppe,Z1600
E1610_000,Balance-Rheometer,Einzelgruppe,Z1600
E1610_001,Brookfield-Viskosimeter,Einzelgruppe,Z1600
E1610_002,"Konsistenzmessgeräte, Konsistometer",Einzelgruppe,Z1600
E1610_003,Kugelfall-Viskosimeter,Einzelgruppe,Z1600
E1610_004,Mechanische Spektrometer (Zähigkeitsmessung),Einzelgruppe,Z1600
E1610_005,Mikroviskosimeter,Einzelgruppe,Z1600
E1610_006,Rotationsviskosimeter,Einzelgruppe,Z1600
E1610_007,"Viskosimeter, Rheometer",Einzelgruppe,Z1600
E1610_008,Weißenberg-Rheometer,Einzelgruppe,Z1600
E1610_009,Zähigkeitsmessgeräte,Einzelgruppe,Z1600
E1620_000,"Penetrometer, Plastometer",Einzelgruppe,Z1600
E1620_001,"Plastizitätsmessgeräte, Plastometer",Einzelgruppe,Z1600
E1630_000,Dampfdruck-Osmometer,Einzelgruppe,Z1600
E1630_001,Ebullioskope,Einzelgruppe,Z1600
E1630_002,"Gefrierpunkt-Erniedrigung, Messgeräte",Einzelgruppe,Z1600
E1630_003,Geräte zur Molekulargewichtsbestimmung,Einzelgruppe,Z1600
E1630_004,Membranosmometer,Einzelgruppe,Z1600
E1630_005,Osmometer,Einzelgruppe,Z1600
E1640_000,"BET-Oberflächenmessgeräte (nach Brunauer, Emmett, Teller)",Einzelgruppe,Z1600
E1640_001,Druckporosimeter,Einzelgruppe,Z1600
E1640_002,"Porometer, Porosimeter",Einzelgruppe,Z1600
E1640_003,Porositäts-und Oberflächenmessgeräte,Einzelgruppe,Z1600
E1650_000,Filmwaagen (Langmuir-Tröge),Einzelgruppe,Z1600
E1650_001,Interfacial-Tensiometer,Einzelgruppe,Z1600
E1650_002,Oberflächen-Spannungsmesser,Einzelgruppe,Z1600
E1650_003,Stalagmometer (Tropfengröße-Messgeräte),Einzelgruppe,Z1600
E1650_004,Tensiometer (Oberflächenspannung),Einzelgruppe,Z1600
E1660_000,Dekameter,Einzelgruppe,Z1600
E1660_001,Dipolmeter,Einzelgruppe,Z1600
E1660_002,DK-Messgeräte,Einzelgruppe,Z1600
E1660_003,Multidekameter,Einzelgruppe,Z1600
E1690_000,Dampfdruckmessgeräte (außer 1630),Einzelgruppe,Z1600
E1690_001,"Geräte zur Messung von Stoffkonstanten (außer Festigkeit 2900-2990, thermische Werte 8640-8690)",Einzelgruppe,Z1600
E1700_000,Elektrospray-Massenspektrometer,Einzelgruppe,Z1700
E1700_001,Gaschromatograph-Massenspektrometer,Einzelgruppe,Z1700
E1700_002,GC-MS-Systeme,Einzelgruppe,Z1700
E1700_003,Isotopen-Massenspektrometer,Einzelgruppe,Z1700
E1700_004,Maldi-Massenspektrometer,Einzelgruppe,Z1700
E1700_005,Massenspektrometer,Einzelgruppe,Z1700
E1700_006,Thermionische Massenspektrometer,Einzelgruppe,Z1700
E1710_000,Massenfilter,Einzelgruppe,Z1700
E1710_001,"Partialdruck-, Restgas-Massenspektrometer",Einzelgruppe,Z1700
E1710_002,Partialdruckanalysatoren,Einzelgruppe,Z1700
E1710_003,Quadrupolmassenspektrometer,Einzelgruppe,Z1700
E1710_004,Restgasanalysatoren,Einzelgruppe,Z1700
E1720_000,Festkörper-Massenspektrometer,Einzelgruppe,Z1700
E1720_001,FIM (Feldionen-Massenspektrometer),Einzelgruppe,Z1700
E1720_002,"Ionen-Mikroanalysatoren, Ionensonden",Einzelgruppe,Z1700
E1720_003,Laser-Massen-Analysatoren,Einzelgruppe,Z1700
E1720_004,Prozesskontroll-Massenspektrometer,Einzelgruppe,Z1700
E1720_005,"Spezielle Massenspektrometer (Cyclotronresonanz-, Ionensonden, SIMS, außer 3060)",Einzelgruppe,Z1700
E1720_006,Sekundärionen-Massenspektrometer,Einzelgruppe,Z1700
E1740,NMR (Nuklearmagnetische Resonanz)-Spektrometer,Einzelgruppe,Z1700
E1741,Festkörper-NMR-Spektrometer,Einzelgruppe,Z1700
E1742,NMR-Spektrometer für Imaging-Anwendung (außer 3231),Einzelgruppe,Z1700
E1760,Kernquadrupolresonanz-Spektrometer (NQR),Einzelgruppe,Z1700
E1770_000,"Elektronenspinresonanz-Spektrometer (EPR, ESR)",Einzelgruppe,Z1700
E1770_001,ENDOR-Geräte (Electron-Nuclear-Double-Resonance),Einzelgruppe,Z1700
E1780_000,Auger-Elektronenspektrometer,Einzelgruppe,Z1700
E1780_001,ESCA-Apparaturen,Einzelgruppe,Z1700
E1780_002,"Photoelektronenspektrometer (PES, UPS, XPS)",Einzelgruppe,Z1700
E1780_003,Zylinder-Auger-Spektrometer,Einzelgruppe,Z1700
E1790_000,"Baugruppen und Zubehör für Spektrometer (Massen-, NMR-)",Einzelgruppe,Z1700
E1790_001,"Kugelsektor-Analysatoren, Kugel-Kondensatoren für Massen- und Elektronenspektrometer",Einzelgruppe,Z1700
E1790_002,Mikrowellen-Spektrometer,Einzelgruppe,Z1700
E1790_003,"Spektrometer (Massen-, NMR-, außer 1700-1780)",Einzelgruppe,Z1700
E1790_004,Zylinderkondensatoren für Massen- und Elektronenspektrometer,Einzelgruppe,Z1700
E1800_000,Gitterspektralphotometer (UV und VIS),Einzelgruppe,Z1800
E1800_001,Gitterspektrographen,Einzelgruppe,Z1800
E1800_002,Prismenspektrographen,Einzelgruppe,Z1800
E1800_003,Quarzspektrographen,Einzelgruppe,Z1800
E1800_004,Spektralapparate (außer Interferometer 5300),Einzelgruppe,Z1800
E1800_005,"Spektralphotometer (UV, VIS), Spektrographen (außer Monochromatoren 5650)",Einzelgruppe,Z1800
E1800_006,"Spektrographen, Spektrometer (Ultraviolett, sichtbares Licht)",Einzelgruppe,Z1800
E1800_007,"Spektrophotometer (UV und VIS), Einstrahl-, Zweistrahl-",Einzelgruppe,Z1800
E1800_008,"UV-Spektrometer, -Spektrographen",Einzelgruppe,Z1800
E1800_009,UV-Vakuumspektrographen,Einzelgruppe,Z1800
E1800_010,UV-VIS-Spektralphotometer,Einzelgruppe,Z1800
E1800_011,Vakuumspektrographen,Einzelgruppe,Z1800
E1800_012,Vakuum-UV-Spektrometer,Einzelgruppe,Z1800
E1800_013,XUV-Spektrographen,Einzelgruppe,Z1800
E1800_014,Zweiwellenlängen-Spektralphotometer,Einzelgruppe,Z1800
E1810_000,Atomabsorptions-Spektrophotometer und Spezialzubehör (AAS),Einzelgruppe,Z1800
E1810_001,Flammenspektralphotometer,Einzelgruppe,Z1800
E1810_002,Graphitrohrküvetten (Atomabsorption) und Netzanschlußgeräte,Einzelgruppe,Z1800
E1810_003,Massmann-Küvetten (Atomabsorptions-Spektrometer),Einzelgruppe,Z1800
E1811_000,Emissions-Spektrometer,Einzelgruppe,Z1800
E1811_001,Funken-Emissionsspektrometer,Einzelgruppe,Z1800
E1811_002,Glimmentladungsspektrometer (GDS),Einzelgruppe,Z1800
E1811_003,ICP-Systeme (Plasma-Emission),Einzelgruppe,Z1800
E1811_004,Plasma-Emissionsspektrometer,Einzelgruppe,Z1800
E1820_000,IR-Gitter-Spektrometer,Einzelgruppe,Z1800
E1820_001,Nah-Infrarot-Spektralphotometer,Einzelgruppe,Z1800
E1820_002,NIR-Spektrometer,Einzelgruppe,Z1800
E1820_003,THz-Spektrometer,Einzelgruppe,Z1800
E1830_000,Fourier-Spektrometer (Infrarot),Einzelgruppe,Z1800
E1830_001,Fourier-Transform-IR-Spektrometer,Einzelgruppe,Z1800
E1830_002,FTIR-Spektrometer,Einzelgruppe,Z1800
E1830_003,Infrarot-Fourier-Spektrophotometer,Einzelgruppe,Z1800
E1830_004,IR-Interferometer,Einzelgruppe,Z1800
E1830_005,Lamellar-Gitter-Interferometer für fernes Infrarot,Einzelgruppe,Z1800
E1840_000,Laser-Raman-Molekül-Mikrosonden ,Einzelgruppe,Z1800
E1840_001,Laser-Raman-Spektrometer ,Einzelgruppe,Z1800
E1840_002,Raman-Spektrometer ,Einzelgruppe,Z1800
E1850_000,Chemolumineszenz-Spektrometer,Einzelgruppe,Z1800
E1850_001,Chlorophyll-Fluoreszenz-Messgeräte,Einzelgruppe,Z1800
E1850_002,Fluoreszenz-Abkling-Messeinrichtungen,Einzelgruppe,Z1800
E1850_003,Fluoreszenz-Spektralphotometer,Einzelgruppe,Z1800
E1850_004,Phosphoreszenz-Spektralphotometer,Einzelgruppe,Z1800
E1850_005,"Spektralfluorometer, Lumineszenz-Spektrometer (außer Filterfluorometer) ",Einzelgruppe,Z1800
E1860_000,Blitzlicht-Spektrometer (Nanosekunden-),Einzelgruppe,Z1800
E1860_001,Brioullin-Spektrometer,Einzelgruppe,Z1800
E1860_002,Dreiprismenspektrographen,Einzelgruppe,Z1800
E1860_003,Laser-Mikrosonden (Emissions-Spektrometer mit Laser-Anregung),Einzelgruppe,Z1800
E1860_004,Optoakustische Spektrometer (OAS),Einzelgruppe,Z1800
E1860_005,Photoakustische Spektrometer (PAS),Einzelgruppe,Z1800
E1860_006,Picosekunden-Spektrometer,Einzelgruppe,Z1800
E1860_007,Rapidspektrometer,Einzelgruppe,Z1800
E1860_008,Rayleigh-Spektrometer,Einzelgruppe,Z1800
E1860_009,Remissions-Spektralphotometer,Einzelgruppe,Z1800
E1860_010,Spektrometer (spezielle optische),Einzelgruppe,Z1800
E1860_011,Spezielle Spektrographen und Spektrometer,Einzelgruppe,Z1800
E1860_012,Stopped-Flow-Spektrometer,Einzelgruppe,Z1800
E1860_013,Temperatursprung-Spektrometer,Einzelgruppe,Z1800
E1870_000,Mehrkanal-Spektrographen (optische),Einzelgruppe,Z1800
E1870_001,"Optische Vielkanalanalysatoren, -spektrometer",Einzelgruppe,Z1800
E1870_002,Optische Vielkanalspektrographen,Einzelgruppe,Z1800
E1870_003,Spektralanalysenautomaten (optische),Einzelgruppe,Z1800
E1870_004,Spektrumanalysatoren (optische),Einzelgruppe,Z1800
E1870_005,"Vielkanalspektrographen, -analysatoren (optische)",Einzelgruppe,Z1800
E1880_000,Anregungsgeräte (Spektrographie),Einzelgruppe,Z1800
E1880_001,"Auswertegeräte, Zubehör und Bauelemente für optische Spektrometer",Einzelgruppe,Z1800
E1880_002,Bausteine für Spektrometer (außer Monochromatoren 5650),Einzelgruppe,Z1800
E1880_003,Brenner für Atomabsorptions- und Emissionsspektrophotometer,Einzelgruppe,Z1800
E1880_004,"Funkenbogengeneratoren, Funkenbogenstände",Einzelgruppe,Z1800
E1880_005,Funkenerzeuger,Einzelgruppe,Z1800
E1880_006,Funkenstative,Einzelgruppe,Z1800
E1880_007,Graphit-Elektroden-Spitzmaschinen,Einzelgruppe,Z1800
E1880_008,IR-Polarisatoren,Einzelgruppe,Z1800
E1880_009,Kondensoroptiken für Spektralphotometer,Einzelgruppe,Z1800
E1880_010,"Kugeln (Ulbricht-), Kugelansätze für Remissionsmessungen",Einzelgruppe,Z1800
E1880_011,Mikroilluminatoren,Einzelgruppe,Z1800
E1880_012,"Photometerkugeln, Ulbricht-Kugeln",Einzelgruppe,Z1800
E1880_013,Remissionsansätze für Spektralphotometer,Einzelgruppe,Z1800
E1880_014,"Spektren-Auswertegeräte, Spektren-Rechengeräte",Einzelgruppe,Z1800
E1880_015,Spektrenprojektoren,Einzelgruppe,Z1800
E1880_016,Spektrographenspalte,Einzelgruppe,Z1800
E1880_017,Stickstoff-Spüleinrichtungen für IR-Spektrographen,Einzelgruppe,Z1800
E1880_018,Stopped-Flow-Zusätze,Einzelgruppe,Z1800
E1880_019,Temperatursprung-Zusätze (für Stopped-Flow),Einzelgruppe,Z1800
E1880_020,Transmission-Extinktion-Wandler (-Rechner) für optische Spektrometer,Einzelgruppe,Z1800
E1880_021,Zubehör für Spektrometer (außer Küvetten 5280),Einzelgruppe,Z1800
E1890,Optische Spektrometer (außer 1800-1860),Einzelgruppe,Z1800
E1900_000,Büretten (außer 1070),Einzelgruppe,Z1900
E1900_001,Motorbüretten,Einzelgruppe,Z1900
E1900_002,"Titriergeräte, -stände",Einzelgruppe,Z1900
E1910_000,Feuchtigkeitsmessgeräte (außer Luft- (0510) und Bodenfeuchte (4430) -Messung),Einzelgruppe,Z1900
E1910_001,Feuchtigkeits-Überwachungsgeräte,Einzelgruppe,Z1900
E1910_002,Karl-Fischer-Wasserbestimmungsgeräte,Einzelgruppe,Z1900
E1910_003,Wassergehaltsmessgeräte,Einzelgruppe,Z1900
E1920_000,Durchfluß- und Mengenmesser (außer für Blut 3010),Einzelgruppe,Z1900
E1920_001,Gasmesser,Einzelgruppe,Z1900
E1920_002,Gasuhren,Einzelgruppe,Z1900
E1920_003,Massendurchflußmesser,Einzelgruppe,Z1900
E1920_004,Ovalradzähler,Einzelgruppe,Z1900
E1920_005,Trommelzähler (Durchflußmesser),Einzelgruppe,Z1900
E1920_006,"Wasseruhren, Wasserzähler",Einzelgruppe,Z1900
E1920_007,Woltmann-Zähler (Durchflußmesser),Einzelgruppe,Z1900
E1930_000,"Aerosol-, Staub-Sammler",Einzelgruppe,Z1900
E1930_001,"Impaktoren, Kaskaden-Impaktoren",Einzelgruppe,Z1900
E1930_002,Konimeter (Staubmessung),Einzelgruppe,Z1900
E1930_003,Luftkeim-Untersuchungs- und -Überwachungsgeräte,Einzelgruppe,Z1900
E1930_004,Staubmessgeräte,Einzelgruppe,Z1900
E1930_005,Staubsammelgeräte,Einzelgruppe,Z1900
E1940_000,Rauch- und SO2-Messgeräte (außer Streulichtphotometer 5360),Einzelgruppe,Z1900
E1940_001,Rauchmess- und -überwachungsgeräte,Einzelgruppe,Z1900
E1950_000,"Aerosol- (Size-) Analysatoren, Aerosol-Photometer",Einzelgruppe,Z1900
E1950_001,Kondensationskern-Zähler,Einzelgruppe,Z1900
E1950_002,"Korngröße-Analysatoren (optisch, elektronisch, außer 1240, 1250,7430)",Einzelgruppe,Z1900
E1950_003,Lichtblitz-Spektrometer für Teilchenzählung und Klassierung,Einzelgruppe,Z1900
E1950_004,"Partikelzählgeräte und -klassiergeräte (optisch, elektronisch, außer 3500)",Einzelgruppe,Z1900
E1950_005,Spektralteilchenzähler (Aerosol-Analyse),Einzelgruppe,Z1900
E1950_006,Streulicht-Blasen- und -Partikelmessgeräte (-Zähler),Einzelgruppe,Z1900
E1950_007,"Teilchengröße-Analysatoren (außer 1240, 1250 und 7430)",Einzelgruppe,Z1900
E1950_008,Tropfengröße-Spektrometer (außer 0520),Einzelgruppe,Z1900
E1970_000,Deionisierungsanlagen für Wasser,Einzelgruppe,Z1900
E1970_001,Entkeimungsanlagen für Wasser,Einzelgruppe,Z1900
E1970_002,Entsalzungsanlagen für Wasser,Einzelgruppe,Z1900
E1970_003,Entsilberungsgeräte,Einzelgruppe,Z1900
E1970_004,Ionenaustausch-Anlagen für Wasseraufbereitung,Einzelgruppe,Z1900
E1970_005,"Wasseraufbereitungsgeräte, Abwasser-Reinigungsanlagen",Einzelgruppe,Z1900
E1970_006,Wasserenthärtungsanlagen,Einzelgruppe,Z1900
E1970_007,Wasserreinigungsgeräte (außer Destillationsgeräte 1300),Einzelgruppe,Z1900
E1980_000,Granuliermaschinen,Einzelgruppe,Z1900
E1980_001,Hydraulische Laborpressen,Einzelgruppe,Z1900
E1980_002,KBR-Tablettenpressen,Einzelgruppe,Z1900
E1980_003,Pressen für Labor- und Verfahrenstechnik,Einzelgruppe,Z1900
E1980_004,Tablettenpressen,Einzelgruppe,Z1900
E1990_000,Sonstige Geräte der chemischen Betriebstechnik,Einzelgruppe,Z1900
E1990_001,"Tablettenprüfgeräte (Bruchfestigkeit, Auflösbarkeit)",Einzelgruppe,Z1900
E2000_000,Drehautomaten (NC und CNC),Einzelgruppe,Z2000
E2000_001,Drehbänke,Einzelgruppe,Z2000
E2000_002,Drehmaschinen,Einzelgruppe,Z2000
E2000_003,Mechaniker-Drehbänke,Einzelgruppe,Z2000
E2000_004,Numerisch gesteuerte Drehmaschinen,Einzelgruppe,Z2000
E2010_000,Hobel- und Stoßmaschinen,Einzelgruppe,Z2000
E2010_001,"Holz-Hobelmaschinen, -Dickenhobelmaschinen",Einzelgruppe,Z2000
E2010_002,Shaping-Maschinen,Einzelgruppe,Z2000
E2020_000,Bohrmaschinen (spanend),Einzelgruppe,Z2000
E2020_001,"Bohrwerke (außer Bohrgeräte für Tiefbau, Bergbau 2390)",Einzelgruppe,Z2000
E2020_002,Handbohrmaschinen,Einzelgruppe,Z2000
E2020_003,Schlag-Bohrmaschinen,Einzelgruppe,Z2000
E2020_004,Ständer-Bohrmaschinen,Einzelgruppe,Z2000
E2030_000,Fräsmaschinen,Einzelgruppe,Z2000
E2030_001,"NC-, (CNC-) Wekzeugmaschinen",Einzelgruppe,Z2000
E2030_002,"Numerisch gesteuerte (NC) Werkzeugmaschinen, Fräs- und Bohrwerke",Einzelgruppe,Z2000
E2030_003,Universalfräsmaschinen,Einzelgruppe,Z2000
E2030_004,Verzahnungsmaschinen,Einzelgruppe,Z2000
E2030_005,Wälzfräsmaschinen,Einzelgruppe,Z2000
E2040_000,Flachschleifmaschinen,Einzelgruppe,Z2000
E2040_001,Glasschleifmaschinen,Einzelgruppe,Z2000
E2040_002,Handschleifmaschinen,Einzelgruppe,Z2000
E2040_003,Honmaschinen,Einzelgruppe,Z2000
E2040_004,Läppmaschinen,Einzelgruppe,Z2000
E2040_005,"Messerschärfmaschinen, -automaten",Einzelgruppe,Z2000
E2040_006,Rundschleifmaschinen,Einzelgruppe,Z2000
E2040_007,Schleifmaschinen,Einzelgruppe,Z2000
E2040_008,Werkzeugschleifmaschinen,Einzelgruppe,Z2000
E2050_000,Bandsägen,Einzelgruppe,Z2000
E2050_001,"Glassägen, -schneidemaschinen",Einzelgruppe,Z2000
E2050_002,"Kaltsägen, Kaltkreissägen",Einzelgruppe,Z2000
E2050_003,Kettensägen,Einzelgruppe,Z2000
E2050_004,"Kreissägen, Handkreissägen",Einzelgruppe,Z2000
E2050_005,"Sägemaschinen, Sägegatter",Einzelgruppe,Z2000
E2050_006,Scheren für Metalle,Einzelgruppe,Z2000
E2050_007,Steinsägen (außer 4630),Einzelgruppe,Z2000
E2050_008,Stichsägen,Einzelgruppe,Z2000
E2050_009,Tafelscheren,Einzelgruppe,Z2000
E2050_010,"Trennmaschinen (Sägen, Scheren)",Einzelgruppe,Z2000
E2050_011,Trennschleifmaschinen,Einzelgruppe,Z2000
E2060_000,Feilmaschinen,Einzelgruppe,Z2000
E2060_001,"Gewindeschneidmaschinen, -schälmaschinen",Einzelgruppe,Z2000
E2060_002,Graviermaschinen (außer rechnergesteuert 7450),Einzelgruppe,Z2000
E2060_003,Kreis-Teilmaschinen,Einzelgruppe,Z2000
E2060_004,Längen-Teilmaschinen,Einzelgruppe,Z2000
E2060_005,Räummaschinen (Fertigungstechnik),Einzelgruppe,Z2000
E2060_006,Spezielle spanende Werkzeugmaschinen,Einzelgruppe,Z2000
E2070_000,Anreiß- und Messplatten,Einzelgruppe,Z2000
E2070_001,Aufspannplatten,Einzelgruppe,Z2000
E2070_002,Bohrlehren,Einzelgruppe,Z2000
E2070_003,Hilfsgeräte und Messeinrichtungen für Werkzeugmaschinen,Einzelgruppe,Z2000
E2070_004,"Hydraulik-Zylinder, -Spann- und Vorschubeinrichtungen",Einzelgruppe,Z2000
E2070_005,Magnetspannplatten,Einzelgruppe,Z2000
E2070_006,"Markierungsgeräte, Beschriftungsgeräte für Metall",Einzelgruppe,Z2000
E2070_007,Maschinenschraubstöcke,Einzelgruppe,Z2000
E2070_008,Modelle (Fertigungstechnik und Gießerei),Einzelgruppe,Z2000
E2070_009,"Pneumatische Arbeitszylinder, Spann- und Vorschub- Einrichtungen, außer 2320",Einzelgruppe,Z2000
E2070_010,Spanneinrichtungen,Einzelgruppe,Z2000
E2070_011,"Teilmaschinen, Teilköpfe",Einzelgruppe,Z2000
E2070_012,"Vorschub-Antriebe, Kopiersteuerungen (mechanisch)",Einzelgruppe,Z2000
E2070_013,Werkzeugmaschinenzubehör,Einzelgruppe,Z2000
E2070_014,"Zylinder, Dreh-, Hub-, Linear-Zylinder (hydraulisch, pneumatisch, (außer Prüfmaschinen 2900-2920))",Einzelgruppe,Z2000
E2090_000,"Biegsame Wellen, Schleif- und Fräsmotore (außer 3680, Zahnmedizin)",Einzelgruppe,Z2000
E2090_001,Universal-Werkstattgeräte,Einzelgruppe,Z2000
E2090_002,"Werkzeugmaschinen, spanend (außer 2000-2070)",Einzelgruppe,Z2000
E2099,3D-Drucker für metallische Werkstoffe,Einzelgruppe,Z2000
E2100_000,Druckgußmaschinen,Einzelgruppe,Z2100
E2100_001,"Gießanlagen (Spritzguss, Strangguss)",Einzelgruppe,Z2100
E2100_002,Schleudergußmaschinen,Einzelgruppe,Z2100
E2100_003,Spritzgußmaschinen (für Metalle),Einzelgruppe,Z2100
E2100_004,Stranggußanlagen,Einzelgruppe,Z2100
E2110_000,Anlagen der additiven Fertigung (außer SLM/Laserschweißverfahren),Einzelgruppe,Z2100
E2110_001,Formkästen (Gießerei-),Einzelgruppe,Z2100
E2110_002,Formschablonen (Gießerei-),Einzelgruppe,Z2100
E2110_003,Maschinen zur Formen- und Modellherstellung und gießereitechnische Maschinen,Einzelgruppe,Z2100
E2110_004,Putzereimaschinen (Gießerei-),Einzelgruppe,Z2100
E2110_005,"Rapid-Prototyping-, Rapid-Tooling-Systeme",Einzelgruppe,Z2100
E2110_006,Stereo-Lithographie-Systeme,Einzelgruppe,Z2100
E2120_000,Fallhämmer,Einzelgruppe,Z2100
E2120_001,Gesenkschmiedepressen,Einzelgruppe,Z2100
E2120_002,Kaltwalzen,Einzelgruppe,Z2100
E2120_003,"Rolliermaschinen, Rollmaschinen für Gewinde",Einzelgruppe,Z2100
E2120_004,Walzen,Einzelgruppe,Z2100
E2120_005,"Walzmaschinen, Hammerwerke und Schmiedepressen",Einzelgruppe,Z2100
E2130_000,Abkantpressen,Einzelgruppe,Z2100
E2130_001,Bördelmaschinen,Einzelgruppe,Z2100
E2130_002,Draht-Ziehmaschinen,Einzelgruppe,Z2100
E2130_003,"Federbiege, -wickelmaschinen",Einzelgruppe,Z2100
E2130_004,Fließpressen,Einzelgruppe,Z2100
E2130_005,"Hydraulische Pressen (Umformtechnik, außer Laborpressen 1980 und Schmiedepressen 2120)",Einzelgruppe,Z2100
E2130_006,"Pressen (außer 0850, 1980 und 2120)",Einzelgruppe,Z2100
E2130_007,"Pressen und Maschinen zum Biegen, Drücken, Stanzen, Prägen, Ziehen",Einzelgruppe,Z2100
E2130_008,Profil-Ziehmaschinen,Einzelgruppe,Z2100
E2130_009,Richtmaschinen,Einzelgruppe,Z2100
E2130_010,Sickenmaschinen,Einzelgruppe,Z2100
E2130_011,"Stanzen, Pressen",Einzelgruppe,Z2100
E2130_012,Strangpressen,Einzelgruppe,Z2100
E2130_013,Tiefziehpressen,Einzelgruppe,Z2100
E2140_000,Explosionsumformungsgeräte,Einzelgruppe,Z2100
E2140_001,Maschinen und Einrichtungen für spezielle Umformverfahren,Einzelgruppe,Z2100
E2150_000,Autogen-Schweißgeräte,Einzelgruppe,Z2100
E2150_001,"Elektro-, Lichtbogen -Schweißgeräte (außer 2620)",Einzelgruppe,Z2100
E2150_002,Elektronenstrahl-Schweißgeräte,Einzelgruppe,Z2100
E2150_003,"Lichtbogen-Schweißgeräte, -Maschinen",Einzelgruppe,Z2100
E2150_004,Lichtbogen-Spritzeinrichtungen,Einzelgruppe,Z2100
E2150_005,Metall-Spritzgeräte (Oberflächen-Auftrag),Einzelgruppe,Z2100
E2150_006,Plasma-Schweißgeräte,Einzelgruppe,Z2100
E2150_007,Punktschweißmaschinen,Einzelgruppe,Z2100
E2150_008,Reibschweißmaschinen,Einzelgruppe,Z2100
E2150_009,Schweißbrenner,Einzelgruppe,Z2100
E2150_010,Schweißmaschinen und Brennschneidemaschinen,Einzelgruppe,Z2100
E2150_011,Stumpfschweißmaschinen,Einzelgruppe,Z2100
E2150_012,Widerstandsschweißmaschinen,Einzelgruppe,Z2100
E2160_000,Bondergeräte,Einzelgruppe,Z2100
E2160_001,Durchkontaktiergeräte für Leiterplatten,Einzelgruppe,Z2100
E2160_002,Entlötgeräte,Einzelgruppe,Z2100
E2160_003,"Halbleiter-Kontaktiergeräte, Drahtbonder",Einzelgruppe,Z2100
E2160_004,"Lötmaschinen, Lötbäder, Kontaktiergeräte",Einzelgruppe,Z2100
E2160_005,Lötpistolen,Einzelgruppe,Z2100
E2160_006,Punktheizgeräte,Einzelgruppe,Z2100
E2160_007,"Thermokompressionsverbinder, -bonder",Einzelgruppe,Z2100
E2160_008,Zinnbäder,Einzelgruppe,Z2100
E2170_000,"Ätzgeräte, -Maschinen",Einzelgruppe,Z2100
E2170_001,"Chemische Sägen, Elektrolyse-Ätz-Maschinen, Funkenerosionsgeräte",Einzelgruppe,Z2100
E2170_002,Draht-Erosionsmaschinen (elektrochemische),Einzelgruppe,Z2100
E2170_003,"Elektrochemische Senkmaschinen (ECM), Trennmaschinen",Einzelgruppe,Z2100
E2170_004,Elektroerosionsmaschinen (EDM),Einzelgruppe,Z2100
E2170_005,Leiterplatten-Ätzmaschinen,Einzelgruppe,Z2100
E2170_006,"Senkmaschinen, elektrochemische",Einzelgruppe,Z2100
E2170_007,Ultraschall-Bearbeitungsmaschinen,Einzelgruppe,Z2100
E2180_000,Beizgeräte,Einzelgruppe,Z2100
E2180_001,Beschichtungsgeräte,Einzelgruppe,Z2100
E2180_002,Bondergeräte (Beiz- und Bonderanlagen),Einzelgruppe,Z2100
E2180_003,Bürst-Maschinen,Einzelgruppe,Z2100
E2180_004,Eloxiergeräte,Einzelgruppe,Z2100
E2180_005,Farbspritzgeräte,Einzelgruppe,Z2100
E2180_006,"Folien-Laminiergeräte, Laminatoren",Einzelgruppe,Z2100
E2180_007,Imprägniergeräte,Einzelgruppe,Z2100
E2180_008,Lackiergeräte,Einzelgruppe,Z2100
E2180_009,"Laminatoren, Beschichtungsgeräte",Einzelgruppe,Z2100
E2180_010,"Maschinen für Oberflächenbehandlung (Elektropolieren, Galvanisieren, Lackieren, Sandstrahlen)",Einzelgruppe,Z2100
E2190_000,Bestückungsmaschinen für Leiterplattenfertigung,Einzelgruppe,Z2100
E2190_001,"Draht-Wickelmaschinen, Ankerwickelmaschinen",Einzelgruppe,Z2100
E2190_002,Haspeln für Band- und Drahtmaterial,Einzelgruppe,Z2100
E2190_003,"Kraftschrauber, Schlagschrauber",Einzelgruppe,Z2100
E2190_004,"Montage-Maschinen, -Automaten (außer 2320 und 4660)",Einzelgruppe,Z2100
E2190_005,"Nietmaschinen, Niethämmer",Einzelgruppe,Z2100
E2190_006,"Schraubwerkzeuge, Kraftschrauber",Einzelgruppe,Z2100
E2190_007,Spulenwickelmaschinen,Einzelgruppe,Z2100
E2190_008,"Umformtechnik, Maschinen (außer 2100-2170)",Einzelgruppe,Z2100
E2190_009,Verseilmaschinen,Einzelgruppe,Z2100
